STATE,YEAR,AVG_MATH_8_SCORE,AVG_READING_8_SCORE,,,
VIRGIN_ISLANDS,1996,,,,,
AMERICAN_SAMOA,2000,,,,,
BUREAU_OF_INDIAN_AFFAIRS,2000,,,,,
DOD_DOMESTIC,2000,,,,,
DOD_OVERSEAS,2000,,,,,
GUAM,2000,,,,,
NORTHERN_MARIANAS,2000,,,,,
PUERTO_RICO,2000,,,,,
VIRGIN_ISLANDS,2000,,,,,
AMERICAN_SAMOA,2009,,,,,
DOD_-_DOMESTIC,2009,,,,,
DOD_-_OVERSEAS,2009,,,,,
GUAM,2009,,,,,
NORTHERN_MARIANAS,2009,,,,,
PUERTO_RICO,2009,,,,,
VIRGIN_ISLANDS,2009,,,,,
ALABAMA,2017,268.3120202,257.6865203,,,
ALASKA,2017,277.0155718,257.6674968,,,
ARIZONA,2017,282.2481453,262.9574567,,,
ARKANSAS,2017,273.7599073,259.9557985,,,
CALIFORNIA,2017,276.6382001,262.52063,,,
COLORADO,2017,286.2477175,270.3386885,,,
CONNECTICUT,2017,284.1443303,272.5377115,,,
DELAWARE,2017,278.0234989,263.0890898,,,
DISTRICT_OF_COLUMBIA,2017,265.7797706,246.7877554,,,
FLORIDA,2017,279.1204152,280.49913,,,
GEORGIA,2017,281.0354875,266.553369,,,
HAWAII,2017,277.3368458,266.3304408,,,
IDAHO,2017,284.3717329,260.9823189,,,
ILLINOIS,2017,281.6179977,269.6730954,,,
INDIANA,2017,287.7056395,266.9285498,,,
IOWA,2017,286.2394182,272.0238757,,,
KANSAS,2017,285.2835079,267.6756789,,,
KENTUCKY,2017,277.7141618,267.4900278,,,
LOUISIANA,2017,266.5067603,265.133438,,,
MAINE,2017,284.0030073,256.7514712,,,
MARYLAND,2017,280.9102456,268.9306324,,,
MASSACHUSETTS,2017,297.0422252,267.2505327,,,
MICHIGAN,2017,279.5054547,277.7825886,,,
MINNESOTA,2017,293.9623757,265.4689275,,,
MISSISSIPPI,2017,270.9149075,268.6168223,,,
MISSOURI,2017,280.5960216,256.3447011,,,
MONTANA,2017,285.6004369,266.0350069,,,
NEBRASKA,2017,288.4059553,267.2082193,,,
NEVADA,2017,275.3654555,268.5285553,,,
NEW_HAMPSHIRE,2017,293.2906544,259.8064073,,,
NEW_JERSEY,2017,291.6985524,274.7860397,,,
NEW_MEXICO,2017,269.374084,275.0445523,,,
NEW_YORK,2017,281.688,255.5785431,,,
NORTH_CAROLINA,2017,281.9260284,264.1575842,,,
NORTH_DAKOTA,2017,288.1723222,262.7204769,,,
OHIO,2017,287.7142663,265.0819218,,,
OKLAHOMA,2017,274.6888834,268.4506416,,,
OREGON,2017,282.1730284,261.2369335,,,
PENNSYLVANIA,2017,286.3938323,266.2166842,,,
RHODE_ISLAND,2017,277.1801256,269.5538233,,,
SOUTH_CAROLINA,2017,274.6738211,265.76786,,,
SOUTH_DAKOTA,2017,286.3761595,259.7530024,,,
TENNESSEE,2017,278.7777355,267.3557266,,,
TEXAS,2017,282.3205103,262.0468529,,,
UTAH,2017,286.8165591,260.3425765,,,
VERMONT,2017,287.6233882,268.7524197,,,
VIRGINIA,2017,290.0814074,273.4026403,,,
WASHINGTON,2017,289.1312572,267.7447785,,,
WEST_VIRGINIA,2017,273.4158536,271.617023,,,
WISCONSIN,2017,288.1431443,258.7003036,,,
WYOMING,2017,288.7618117,269.3714564,,,
